university,career,inscription_date,first_name,last_name,gender,age,postal_code,location,email
universidad-j.-f.-kennedy,medicina,2021-01-16,peter,vasquez,m,-5.0,2187,ARTEAGA,mooreandrew@hotmail.com
universidad-j.-f.-kennedy,ingeniería-electrónica,2020-10-07,alexander,long,m,-23.0,4230,BREA CHIMPANA,kennethwilliams@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-producción-de-bioimagenes,2020-10-21,andrea,anderson,f,11.0,2311,ADOLFO ALSINA,thompsonmichelle@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-artes,2021-01-23,charles,lara,m,14.0,7509,ORIENTE,ronaldnorris@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-relaciones-del-trabajo-,2021-01-29,james,willis,m,-3.0,3446,KILOMETRO 374,fosterstephen@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2021-01-06,lisa,bush,f,-3.0,5751,AGUA SALADA,lcaldwell@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-sociología-,2020-12-22,jennifer,barr,f,9.0,5374,CATINZACO,scottreyes@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-ambientales,2020-10-06,frank,anderson,m,-8.0,4153,ALTO VERDE,nmoore@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-psicología,2020-09-08,james,warren,m,29.0,2760,COLONIA LOS TRES USARIS,perezbradley@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-09-16,brenda,johnson,f,-29.0,3418,BARTOLOME MITRE,silvavincent@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-producción-de-bioimagenes,2020-10-25,haley,wood,f,1.0,4195,7 DE ABRIL,adamnelson@yahoo.com
universidad-j.-f.-kennedy,agronomía,2020-10-10,sarah,stewart,f,-4.0,6315,COLONIA BARON,lmckinney@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-biológicas,2020-09-18,carolyn,taylor,f,-7.0,2307,ATALIVA,valerie59@yahoo.com
universidad-j.-f.-kennedy,contador-público-,2020-11-15,sherri,whitaker,f,12.0,3180,DIEGO LOPEZ,stevensmichael@gmail.com
universidad-j.-f.-kennedy,ingeniería-mecánica,2020-09-26,lisa,ross,f,12.0,1702,CIUDADELA,salazarjasmine@yahoo.com
universidad-j.-f.-kennedy,actuario-,2020-10-16,samuel,houston,m,-5.0,6516,AMALIA,vpowers@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-10-01,catherine,roberts,f,-22.0,6531,ALGARROBO,jose80@hotmail.com
universidad-j.-f.-kennedy,actuario-,2020-10-31,randall,cooper,m,21.0,4126,EL BRETE,torresmichael@hotmail.com
universidad-j.-f.-kennedy,contador-público-,2020-10-03,charles,henderson,m,-42.0,8301,PLANICIE BANDERITA,gjohnson@hotmail.com
universidad-j.-f.-kennedy,bioquímica,2020-10-14,charles,santiago,m,-41.0,5380,CHAMICAL,fostermichael@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-terapia-ocupacional,2020-12-30,tina,anderson,f,7.0,4522,ALTO DEL SALADILLO,rmurray@gmail.com
universidad-j.-f.-kennedy,técnico-para-bioterios-,2020-11-29,miranda,woodard,f,-21.0,5531,BARRIO FERRI,ramireztammy@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-política-,2020-12-07,frances,myers,f,5.0,4146,BARRIO BELGRANO,brian14@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-planificación-y-diseño-del-paisaje,2020-12-29,kimberly,french,f,35.0,1980,BARRIO LA DOLLY,brownjohn@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-10-18,jamie,williams,f,44.0,6300,BARRANCAS COLORADAS,brookssuzanne@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-relaciones-del-trabajo-,2020-11-19,kevin,vaughan,m,-10.0,8000,ADELA CORTI,kennethwashington@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-biológicas,2020-09-08,amanda,miller,f,-6.0,3262,CASEROS,pbridges@gmail.com
universidad-j.-f.-kennedy,ingeniería-en-informática,2021-01-26,james,boyer,m,12.0,5755,ALTO DEL MOLLE,zmcdonald@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-antropológicas,2020-10-18,jillian,sanchez,f,7.0,1876,BERNAL ESTE,christophermurphy@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2020-12-03,ryan,zavala,m,14.0,7507,EL BOMBERO,kristencrawford@yahoo.com
universidad-j.-f.-kennedy,diseño-de-imagen-y-sonido,2021-01-17,brian,moore,m,-28.0,1676,SANTOS LUGARES,xroberts@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-planificación-y-diseño-del-paisaje,2020-09-14,raymond,zimmerman,m,50.0,6700,CAMINERA LUJAN,bmorrison@yahoo.com
universidad-j.-f.-kennedy,contador-público-,2020-09-06,julie,clay,f,43.0,9050,GOBERNADOR MOYANO,josephanderson@gmail.com
universidad-j.-f.-kennedy,bioquímica,2020-10-03,tammy,jimenez,f,6.0,8313,ARROYITO,davidtodd@hotmail.com
universidad-j.-f.-kennedy,diseño-industrial,2020-11-02,john,johnson,m,17.0,3446,KILOMETRO 374,kwright@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-terapia-ocupacional,2020-10-16,robert,welch,m,-8.0,2240,CAMPO GARCIA,lindsay49@hotmail.com
universidad-j.-f.-kennedy,ingeniería-en-informática,2021-01-30,sylvia,anderson,f,-44.0,6007,ARRIBEÑOS,samanthasims@yahoo.com
universidad-j.-f.-kennedy,ingeniería-mecánica,2020-11-11,jason,delgado,m,32.0,7318,COLONIA HINOJO,jeffrey08@hotmail.com
universidad-j.-f.-kennedy,ingeniería-mecánica,2020-10-30,anthony,stokes,m,-47.0,4101,AGUA NEGRA,jensentodd@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2020-09-09,heidi,lee,f,42.0,2451,COLONIA LA YERBA,tina64@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-geológicas,2020-09-30,christopher,goodman,m,-13.0,3212,ARROYO EL MOCHO,hannah01@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-kinesiología-y-fisiatría,2021-01-29,valerie,morgan,f,22.0,6661,BLAS DURAÑONA,rmiranda@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-relaciones-del-trabajo-,2020-09-08,gloria,mcdaniel,f,0.0,1875,WILDE,beverlyjohnson@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-biológicas,2020-12-15,elizabeth,ramos,f,23.0,4139,AGUA AMARILLA LA HOYADA,kellyrobbins@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-11-09,samuel,livingston,m,6.0,5539,ARENALES,jensenpatrick@hotmail.com
universidad-j.-f.-kennedy,bioquímica,2020-10-29,samuel,hill,m,4.0,8158,APARICIO,faith55@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-artes,2021-01-30,patrick,guerrero,m,49.0,5707,AGUADITAS,darrell64@gmail.com
universidad-j.-f.-kennedy,arquitectura,2020-12-07,noah,fuller,m,47.0,5463,ALTO HUACO,alexpeck@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-psicología,2020-09-26,lauren,harris,f,17.0,1878,QUILMES,kroberts@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-producción-de-bioimagenes,2020-09-07,renee,suarez,f,25.0,3543,COLONIA LOTE 12,uzuniga@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-computación,2020-12-05,howard,bell,m,-17.0,9300,CAÑADON DE LAS VACAS,jerrysheppard@yahoo.com
universidad-j.-f.-kennedy,diseño-de-imagen-y-sonido,2020-11-19,linda,clements,f,-43.0,3311,ARROYO ISABEL,michelle68@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-geológicas,2020-10-23,stephanie,carpenter,f,-29.0,1888,FLORENCIO VARELA,travisrodriguez@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-planificación-y-diseño-del-paisaje,2021-01-30,anthony,garrison,m,35.0,6051,INGENIERO BALBIN,edwardbeard@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-planificación-y-diseño-del-paisaje,2020-12-12,robert,wright,m,31.0,2311,ADOLFO ALSINA,james15@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-política-,2020-11-24,john,le,m,44.0,5590,ADRIAN MATURANO,hhoward@gmail.com
universidad-j.-f.-kennedy,diseño-industrial,2020-12-25,dylan,baldwin,m,9.0,6451,ANCON,reginaldmcguire@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-geológicas,2020-10-05,samantha,gutierrez,f,-33.0,6323,ALGARROBO DEL AGUILA,lisa72@yahoo.com
universidad-j.-f.-kennedy,ciencias-veterinarias,2020-09-08,anthony,long,m,48.0,4516,CAIMANCITO,craigaudrey@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-computación,2020-09-07,angela,collins,f,-36.0,9420,ASERRADERO ARROYO,barnestammy@yahoo.com
universidad-j.-f.-kennedy,contador-público-,2020-11-16,victoria,johnson,f,-43.0,6348,BOCAYUBA,staceykaufman@gmail.com
universidad-j.-f.-kennedy,contador-público-,2020-10-02,tamara,browning,f,4.0,2107,ALVAREZ,sarah78@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-12-31,gloria,huang,f,-21.0,7307,CROTTO,brandonperez@yahoo.com
universidad-j.-f.-kennedy,diseño-de-imagen-y-sonido,2020-11-19,james,thompson,m,-46.0,9310,AGUADA ALEGRE,melissa50@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-ambientales,2020-11-18,matthew,lewis,m,-11.0,3317,ARROYO MAGDALENA,joseph63@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-biológicas,2020-12-04,eric,jackson,m,-42.0,1659,CAMPO DE MAYO,barbara45@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-política-,2020-12-08,stephanie,johnson,f,30.0,4137,ABRA BAYA,ralphramirez@gmail.com
universidad-j.-f.-kennedy,contador-público-,2020-12-06,randy,smith,m,-5.0,6513,COLONIA LAS YESCAS,becky31@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-ambientales,2020-09-04,alicia,dennis,f,10.0,8360,BUENA ESPERANZA,hcoleman@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-relaciones-del-trabajo-,2021-01-16,carolyn,price,f,-17.0,7639,COOPER,weavercarl@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-planificación-y-diseño-del-paisaje,2020-11-01,miranda,cortez,f,22.0,6476,CHICLANA,erik88@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-artes,2021-01-07,emily,lucas,f,-31.0,7208,CORONEL BOERR,amy48@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-gestión-de-agroalimentos,2020-09-30,sydney,rodriguez,f,3.0,1770,ALDO BONZI,randallmichael@yahoo.com
universidad-j.-f.-kennedy,ingeniería-en-informática,2021-01-12,matthew,collins,m,-46.0,8212,ABRAMO,alexander80@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-kinesiología-y-fisiatría,2020-09-03,raymond,steele,m,-43.0,5605,CALLE LARGA VIEJA,sarahsanders@yahoo.com
universidad-j.-f.-kennedy,actuario-,2021-01-03,natalie,ryan,f,29.0,1890,JUAN MARIA GUTIERREZ,danielnguyen@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-musicoterapia,2020-11-07,joann,martinez,f,7.0,1755,RAFAEL CASTILLO,claudia90@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-relaciones-del-trabajo-,2020-10-12,theresa,melton,f,-25.0,4606,COLONIA LOS LAPACHOS,bradley80@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-relaciones-del-trabajo-,2020-12-21,gerald,williams,m,-12.0,2607,CAMPO QUIRNO,aliceluna@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2020-11-04,jeffrey,willis,m,-8.0,2128,ARROYO SECO,cheryl42@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2021-01-29,taylor,coffey,f,22.0,4139,AGUA AMARILLA LA HOYADA,gonzalesdavid@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2021-01-14,sarah,nguyen,f,13.0,3244,COLONIA BELGA AMERICANA,shannontate@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-computación,2020-11-21,tommy,frazier,m,27.0,3641,ARROYO SECO,rebeccaharrison@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-psicología,2021-01-03,james,mcknight,m,-24.0,7001,LA PASTORA,smclaughlin@hotmail.com
universidad-j.-f.-kennedy,ingeniería-mecánica,2020-11-14,roy,sanford,m,-39.0,4242,25 DE MAYO,tiffanypratt@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-musicoterapia,2021-01-22,scott,garrett,m,-11.0,2745,GAHAN,mgraham@hotmail.com
universidad-j.-f.-kennedy,contador-público-,2021-01-10,david,evans,m,15.0,2707,4 DE NOVIEMBRE,tamara42@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-planificación-y-diseño-del-paisaje,2020-09-05,christopher,rice,m,37.0,6538,LA DORITA,xpatterson@hotmail.com
universidad-j.-f.-kennedy,ingeniería-en-informática,2020-09-15,dawn,brown,f,-19.0,5401,BARRIO EL TONTAL,dduncan@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-biológicas,2020-11-24,stephanie,waters,f,42.0,6538,LA DORITA,tracyhogan@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-terapia-ocupacional,2020-09-09,anna,matthews,f,6.0,7633,MAORI,amy55@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-terapia-ocupacional,2020-12-08,kevin,gardner,m,47.0,3087,FELICIA,kyle54@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2020-09-07,jeffrey,tucker,m,-23.0,1872,SARANDI,cabrerafelicia@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-relaciones-del-trabajo-,2020-09-22,scott,sutton,m,-46.0,2449,AVENA,erikadonaldson@gmail.com
universidad-j.-f.-kennedy,diseño-industrial,2020-10-27,elizabeth,king,f,2.0,8508,AMBROSIO P LEZICA,williamdalton@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2020-11-14,nicole,park,f,-29.0,9000,COMODORO RIVADAVIA,zcarey@gmail.com
universidad-j.-f.-kennedy,medicina,2020-11-13,mark,davis,m,51.0,3518,CABRAL CUE,andrea02@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-terapia-ocupacional,2021-01-26,john,hill,m,12.0,3433,CARRIZAL NORTE,sarahmoore@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-relaciones-del-trabajo-,2020-09-28,james,tucker,m,-26.0,7607,BALNEARIO ATLANTIDA,valeriesanchez@gmail.com
universidad-j.-f.-kennedy,ciencias-veterinarias,2020-12-16,jennifer,wagner,f,-2.0,5577,EL ALTO,hernandezjudy@gmail.com
universidad-j.-f.-kennedy,medicina,2020-12-20,katherine,price,f,-26.0,5264,ANGELINA,hubbardgregory@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-artes,2020-12-07,william,velasquez,m,39.0,2843,GENERAL GALARZA,diana08@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-planificación-y-diseño-del-paisaje,2021-01-21,john,guzman,m,14.0,2324,COLONIA TACURALES,taylorjoshua@hotmail.com
universidad-j.-f.-kennedy,diseño-industrial,2020-09-22,isaiah,boyd,m,50.0,2257,COLONIA BELGRANO,ashleybrown@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-kinesiología-y-fisiatría,2020-11-11,james,lyons,m,21.0,3425,COSTA GRANDE,brucerush@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-computación,2020-10-16,emily,chaney,f,-18.0,6430,ADOLFO ALSINA,manuel84@hotmail.com
universidad-j.-f.-kennedy,técnico-para-bioterios-,2020-11-29,brandy,cox,f,7.0,2185,CAMPO CRENNA,joy91@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-política-,2020-11-09,lisa,williams,f,44.0,2721,EL ARBOLITO,mjohnson@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-musicoterapia,2020-09-11,robert,davis,m,-41.0,2123,CAMPO CALVO,meghan22@gmail.com
universidad-j.-f.-kennedy,diseño-de-imagen-y-sonido,2020-09-23,nicole,rodriguez,f,-34.0,2613,LA MOROCHA,matthewgaines@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2020-09-10,sean,blankenship,m,25.0,6407,GIRODIAS,vmcguire@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-producción-de-bioimagenes,2020-11-20,joshua,munoz,m,-22.0,6228,AGUAS BUENAS,lisa97@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-psicología,2020-10-04,heather,graves,f,1.0,3703,ALELOY,barnesthomas@hotmail.com
universidad-j.-f.-kennedy,farmacia,2020-10-27,connie,harris,f,-6.0,3027,LA PELADA,hannahmiller@gmail.com
universidad-j.-f.-kennedy,medicina,2021-01-20,marie,joyce,f,13.0,3530,ALDEA FORESTAL,qwilson@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-psicología,2020-09-20,mr.,robert,m,50.0,8345,ALUMINE,kellyspencer@hotmail.com
universidad-j.-f.-kennedy,bioquímica,2020-11-09,eileen,mills,f,7.0,8301,PLANICIE BANDERITA,shernandez@yahoo.com
universidad-j.-f.-kennedy,contador-público-,2021-01-25,johnny,ruiz,m,23.0,2146,CLASON,jamesmorton@gmail.com
universidad-j.-f.-kennedy,medicina,2021-01-28,daniel,shah,m,34.0,3313,ARROYO DEL MEDIO,abbottmark@hotmail.com
universidad-j.-f.-kennedy,ingeniería-electrónica,2020-09-08,alyssa,arnold,f,-44.0,9217,CHOLILA,pstewart@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-terapia-ocupacional,2020-11-05,nicholas,watson,m,46.0,3183,ALBARIÑO,brian66@yahoo.com
universidad-j.-f.-kennedy,ingeniería-mecánica,2020-11-09,amanda,ross,f,-45.0,3009,EL TROPEZON,harmonrachel@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-terapia-ocupacional,2020-11-17,heather,torres,f,-29.0,3732,COLONIA ABATE,patriciapugh@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-ambientales,2020-11-17,natasha,gordon,f,23.0,3128,COLONIA BERRO,johnsonamanda@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-artes,2021-01-08,edward,becker,m,-35.0,1761,20 DE JUNIO,jeffery83@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-10-07,sherry,howe,f,-40.0,6018,COLONIA LOS BOSQUES,sarahfranklin@yahoo.com
universidad-j.-f.-kennedy,ingeniería-electrónica,2021-01-14,dr.,pamela,f,0.0,4633,SAN PEDRO DE IRUYA,levinedana@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-educación-,2020-11-29,melissa,nguyen,f,-6.0,2741,EL RETIRO,andrewsavage@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-computación,2020-09-18,erik,young,m,-20.0,2503,VILLA ELOISA,karen09@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-musicoterapia,2021-01-13,morgan,steele,f,-13.0,7263,EL CHUMBEAU,fletchernathan@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-09-08,kim,thomas,f,14.0,6439,BONIFACIO,rgonzalez@gmail.com
universidad-j.-f.-kennedy,bioquímica,2021-01-18,heather,cordova,f,-24.0,6003,ASCENCION,lvazquez@yahoo.com
universidad-j.-f.-kennedy,agronomía,2020-10-20,alexander,jones,m,28.0,6459,COLONIA SERE,robertross@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-terapia-ocupacional,2020-10-25,rebecca,perez,f,-2.0,7160,LA UNION,zimmermankaren@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-ambientales,2020-12-02,jessica,arnold,f,-20.0,8534,AGUADA CECILIO,perezalejandra@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-antropológicas,2020-09-14,william,nelson,m,17.0,2814,ALTO LOS CARDALES,melissa19@gmail.com
universidad-j.-f.-kennedy,contador-público-,2021-01-12,patrick,smith,m,28.0,4124,ABRA EL CANDADO,coxwilliam@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-kinesiología-y-fisiatría,2020-11-25,nicole,matthews,f,31.0,2109,ACEBAL,kelseywilliams@gmail.com
universidad-j.-f.-kennedy,ingeniería-electrónica,2020-11-18,samantha,lucas,f,1.0,6063,PORVENIR,thomas85@hotmail.com
universidad-j.-f.-kennedy,ingeniería-en-informática,2020-10-11,taylor,charles,f,-40.0,6705,VILLA RUIZ,mitchellbarnes@gmail.com
universidad-j.-f.-kennedy,arquitectura,2020-11-04,christopher,king,m,-44.0,3342,AGUAPEY,hwilliams@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2020-12-28,samuel,diaz,m,44.0,3192,COLONIA BERTOZZI,alexiswebster@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-terapia-ocupacional,2020-12-23,abigail,tran,f,48.0,2181,LOS MOLINOS,weaverkelly@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-biológicas,2020-12-29,stephanie,perez,f,10.0,2508,ARMSTRONG,rkerr@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-sociología-,2020-11-09,robert,hayes,m,16.0,4141,FUERTE QUEMADO,yholloway@hotmail.com
universidad-j.-f.-kennedy,actuario-,2020-09-17,lisa,shepard,f,51.0,3734,CAMPO MORENO,courtneysmith@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-terapia-ocupacional,2020-11-02,nicholas,johnson,m,-6.0,3449,BOLICHE LATA,sharperika@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-geológicas,2020-10-08,nancy,hardin,f,4.0,4234,ACHALCO,bennettcharles@hotmail.com
universidad-j.-f.-kennedy,farmacia,2020-12-20,kathryn,butler,f,28.0,7169,JUANCHO,coxlynn@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-sociología-,2021-01-20,cynthia,cook,f,-20.0,6239,GONZALEZ MORENO,madison63@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-política-,2021-01-11,david,griffin,m,-24.0,7114,CANAL 15 CERRO DE LA GLORIA,markbecker@gmail.com
universidad-j.-f.-kennedy,ciencias-veterinarias,2021-01-13,michael,powell,m,-18.0,7412,LAS HERMANAS,christina15@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-psicología,2020-11-26,morgan,thomas,f,11.0,5380,CHAMICAL,michael08@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-artes,2020-11-24,timothy,parker,m,5.0,2718,LIERRA ADJEMIRO,robinwalters@yahoo.com
universidad-j.-f.-kennedy,agronomía,2020-12-03,michelle,flynn,f,-34.0,6223,CORONEL CHARLONE,janicerogers@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-planificación-y-diseño-del-paisaje,2021-01-05,alicia,smith,f,-29.0,3107,COLONIA AVELLANEDA,burnettross@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-sociología-,2020-10-29,katie,hamilton,f,-28.0,8514,LAGUNA DEL BARRO,joshuachaney@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-sociología-,2020-12-24,ryan,white,m,10.0,4133,LA BANDA,wrightkeith@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-producción-de-bioimagenes,2020-09-26,marie,hendrix,f,-34.0,1871,DOCK SUD,grayterri@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-ambientales,2020-09-06,erin,floyd,f,-19.0,8181,AZOPARDO,robert24@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-artes,2020-11-16,rebecca,garcia,f,42.0,5539,ARENALES,shall@hotmail.com
universidad-j.-f.-kennedy,ingeniería-electrónica,2021-01-23,ronald,hayes,m,32.0,5555,PUENTE DEL INCA,privera@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-psicología,2020-12-06,michael,thompson,m,24.0,3138,ALCARAZ 2DO,larry84@hotmail.com
universidad-j.-f.-kennedy,diseño-industrial,2020-12-02,cheryl,sanders,f,5.0,4135,CASPINCHANGO,robertparker@gmail.com
universidad-j.-f.-kennedy,medicina,2020-11-01,sean,wheeler,m,-2.0,6628,COLONIA ZAMBUNGO,fergusonevelyn@yahoo.com
universidad-j.-f.-kennedy,ciencias-veterinarias,2020-12-12,laura,lynn,f,-33.0,5582,ALBERTO FLORES,ayersshelley@gmail.com
universidad-j.-f.-kennedy,ingeniería-en-informática,2020-11-08,joseph,delgado,m,-14.0,6220,BERNARDO LARROUDE,dwilliams@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-computación,2020-10-14,paula,soto,f,15.0,6030,EDMUNDO PERKINS,benjaminroger@gmail.com
universidad-j.-f.-kennedy,técnico-para-bioterios-,2021-01-05,charles,martin,m,22.0,1834,TEMPERLEY,lisacooper@hotmail.com
universidad-j.-f.-kennedy,diseño-de-imagen-y-sonido,2020-10-08,jennifer,burns,f,-11.0,6721,AZCUENAGA,patrick70@yahoo.com
universidad-j.-f.-kennedy,diseño-industrial,2020-11-13,amy,bray,f,13.0,5439,BELGRANO,ethompson@hotmail.com
universidad-j.-f.-kennedy,ingeniería-mecánica,2020-10-30,anita,ramirez,f,-42.0,6018,COLONIA LOS BOSQUES,mendozaandres@gmail.com
universidad-j.-f.-kennedy,técnico-para-bioterios-,2021-01-11,felicia,allen,f,18.0,6221,CEBALLOS,christopheranderson@gmail.com
universidad-j.-f.-kennedy,diseño-industrial,2021-02-01,john,adams,m,34.0,8521,ARROYO DE LA VENTANA,john22@gmail.com
universidad-j.-f.-kennedy,medicina,2021-01-02,shane,pugh,m,-26.0,6561,BLANCA GRANDE,alextanner@hotmail.com
universidad-j.-f.-kennedy,arquitectura,2020-09-18,jeffrey,powers,m,-21.0,5592,EL CARBALINO,patricia63@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-artes,2020-12-26,wesley,hodges,m,9.0,6231,CUENCA,robin95@yahoo.com
universidad-j.-f.-kennedy,ingeniería-en-informática,2021-01-31,victoria,howard,f,-32.0,5709,BAÑADITO VIEJO,ereyes@hotmail.com
universidad-j.-f.-kennedy,contador-público-,2020-12-20,james,baker,m,36.0,1646,SAN FERNANDO,chadlewis@gmail.com
universidad-j.-f.-kennedy,ciencias-veterinarias,2020-12-18,bonnie,mann,f,18.0,5585,EL CIPRES,edavis@hotmail.com
universidad-j.-f.-kennedy,farmacia,2020-11-01,raymond,rivas,m,-18.0,3714,9 DE JULIO,ngraham@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-geológicas,2020-11-01,tonya,rivera,f,-7.0,5775,BAJO GRANDE,jesse40@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-psicología,2020-09-08,sharon,roth,f,9.0,7135,COMANDANTE GIRIBONE,brownmelissa@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-biológicas,2020-11-03,andrew,stewart,m,9.0,7119,CARI LARQUEA,rogersryan@gmail.com
